B			//11
1			//1
6			//6
6			//6
5			//5
2			//2
5			//5
A			//10
0			//0
7			//7
3			//3
8			//8
E			//14
D			//13
E			//14
A			//10
A			//10
0			//0
B			//11
7			//7
F			//15
6			//6
4			//4
6			//6
6			//6
C			//12
0			//0
9			//9
8			//8
7			//7
1			//1
1			//1
1			//1
F			//15
B			//11
0			//0
F			//15
F			//15
D			//13
1			//1
C			//12
D			//13
B			//11
B			//11
0			//0
5			//5
E			//14
5			//5
3			//3
A			//10
B			//11
9			//9
E			//14
0			//0
1			//1
0			//0
2			//2
F			//15
9			//9
D			//13
5			//5
D			//13
0			//0
3			//3
8			//8
D			//13
F			//15
A			//10
E			//14
9			//9
E			//14
0			//0
7			//7
1			//1
8			//8
B			//11
B			//11
5			//5
8			//8
D			//13
0			//0
1			//1
7			//7
C			//12
F			//15
0			//0
4			//4
F			//15
8			//8
0			//0
