00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
21693F60			//560545632
21693F60			//560545632
