00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
00000000			//0
03C8DE41			//63495745
03C8DE41			//63495745
03C8DE41			//63495745
03C8DE41			//63495745
03C8DE41			//63495745
64DBF74E			//1692137294
64DBF74E			//1692137294
64DBF74E			//1692137294
64DBF74E			//1692137294
64DBF74E			//1692137294
64DBF74E			//1692137294
41682CC6			//1097346246
41682CC6			//1097346246
41682CC6			//1097346246
41682CC6			//1097346246
40000000			//1073741824
40000000			//1073741824
6466EE12			//1684467218
6466EE12			//1684467218
88CDDC24			//2295192612
88CDDC24			//2295192612
796D31B8			//2037199288
796D31B8			//2037199288
796D31B8			//2037199288
796D31B8			//2037199288
38EDBA9B			//955103899
38EDBA9B			//955103899
38EDBA9B			//955103899
38EDBA9B			//955103899
5E2C219D			//1579950493
5E2C219D			//1579950493
5E2C219D			//1579950493
5E2C219D			//1579950493
32A407A1			//849610657
32A407A1			//849610657
3D272974			//1025976692
3D272974			//1025976692
618E1786			//1636702086
618E1786			//1636702086
273FC49E			//658490526
273FC49E			//658490526
4EE350B1			//1323520177
4EE350B1			//1323520177
15F59616			//368416278
15F59616			//368416278
15F59616			//368416278
15F59616			//368416278
15F59616			//368416278
7025F6E6			//1881536230
7025F6E6			//1881536230
7025F6E6			//1881536230
7025F6E6			//1881536230
7025F6E6			//1881536230
7025F6E6			//1881536230
63462B8E			//1665543054
63462B8E			//1665543054
63462B8E			//1665543054
63462B8E			//1665543054
40000000			//1073741824
40000000			//1073741824
71C2E671			//1908598385
71C2E671			//1908598385
1034CEEB			//271896299
1034CEEB			//271896299
5159489B			//1364805787
5159489B			//1364805787
5159489B			//1364805787
5159489B			//1364805787
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
5C5F8D33			//1549765939
