0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
0D45EEDE			//222686942
